structure_number,county,location,feature_carried,feature_crossed,owner,year_built,year_reconstructed,date_of_last_inspection_mmyy,bridge_condition,latitude,longitude
3364422,Suffolk,'1 MI N OF EASTPORT','Port Jefferson Rd.','EAST MORICHES RD  EAST M',County Highway Agency,1974,,0519,Fair,40.84683888916659,-72.73520833324947
3364430,Suffolk,'1 MI SW OF FARMINGVILLE','DIVISION ST','NICOLLS RD',County Highway Agency,1975,,0318,Fair,40.82601111069942,-73.055138889401
3364441,Suffolk,'0.6 MI WEST OF HOLTSVILLE','NICOLLS RD SB','FURROWS RD  LONG ISLAND',County Highway Agency,1975,,0919,Fair,40.812916667208356,-73.05333055558124
3364442,Suffolk,'0.6 MI WEST OF HOLTSVILLE','NICOLLS RD NB','FURROWS RD  LONG ISLAND',County Highway Agency,1975,,0918,Fair,40.81294166668114,-73.05305555611999
3364451,Suffolk,'2 MI S OF HOLTSVILLE','NICOLLS ROAD SB','HOLBROOK ROAD',County Highway Agency,1973,,0218,Fair,40.790869443855506,-73.05167777762937
3364452,Suffolk,'2 MI S OF HOLTSVILLE','NICOLLS ROAD NB','HOLBROOK ROAD',County Highway Agency,1973,,0218,Fair,40.79085555593115,-73.05139999967892
3364460,Suffolk,'2 MI E OF RIVERHEAD','CROSS RIVER DR','PECONIC RIVER',County Highway Agency,1975,,0918,Fair,40.91818888893593,-72.63861111093578
3364471,Suffolk,'2 MI E OF RIVERHEAD','CROSS RIVER DR','PARK ROAD',County Highway Agency,1975,,0218,Good,40.92733888910628,-72.63363888912582
3364472,Suffolk,'2 MI E OF RIVERHEAD','CROSS RIVER DR','PARK ROAD',County Highway Agency,1975,,0218,Good,40.92735833290215,-72.63343611062011
3364481,Suffolk,'2 MI E OF RIVERHEAD','CROSS RIVER DR','HUBBARD AVE  LONG ISLAND',County Highway Agency,1975,,0918,Fair,40.930538889092915,-72.63531111111202
3364482,Suffolk,'2 MI E OF RIVERHEAD','CROSS RIVER DR','HUBBARD AVE  LONG ISLAND',County Highway Agency,1975,,0918,Fair,40.93040833311022,-72.63498333293289
3364499,Suffolk,'2 MI S OF HOLTSVILLE','WOODSIDE AVE','WAVERLY AVE',County Highway Agency,1975,,0418,Fair,40.78994722223642,-73.04322777760423
3364509,Suffolk,'2 MI S OF HOLTSVILLE','WOODSIDE AVE','IRS ROAD',County Highway Agency,1975,,0218,Fair,40.79058888885573,-73.04225833281761
3364519,Suffolk,'2 MI S OF HOLTSVILLE','WOODSIDE AVE','BUCKLEY ROAD',County Highway Agency,1975,,0419,Fair,40.79367777821142,-73.03673611118668
3364521,Suffolk,'1.5 MI W OF YAPHANK','SILLS ROAD','LIRR MAIN LINE',County Highway Agency,1976,,0818,Fair,40.822194444296144,-72.94277222197505
3364522,Suffolk,'1.5 MI W OF YAPHANK','SILLS RD NB','LIRR MAIN LINE',County Highway Agency,1976,,0818,Fair,40.8222194436717,-72.94253055629899
3364539,Suffolk,'AT YAPHANK','YAPHANK AVENUE','LONG ISLAND RR',County Highway Agency,1978,,0818,Fair,40.82519444415872,-72.91676111125786
3364540,Nassau,'AT MINEOLA BOULEVARD','MINEOLA BLVD','FRONT STREET  LIRR-MAIN',County Highway Agency,2003,,0918,Good,40.7407111111279,-73.63986944409677
3364550,Suffolk,'1.5 MI E OF E NORTHPORT','PULASKI ROAD','LIRR PT JEFF BRCH',County Highway Agency,1928,,0818,Fair,40.88204166711031,-73.2953777775726
3364560,Nassau,'2.2 MI SW OF MANHASSET','BAYVIEW AVENUE','LIRR PT WASH BR',County Highway Agency,1955,,0818,Poor,40.78118888930493,-73.73336944419408
3364570,Nassau,'1.6 MI SW OF MANHASSET','MIDDLE NECK ROAD','LONG ISLAND-PT WS',County Highway Agency,1935,1992,0919,Fair,40.786949999895036,-73.72697777823397
3364580,Nassau,'IN MANHASSET','PLANDOME ROAD','LONG ISLAND-P W B',Town or Township Highway Agency,1900,,0919,Fair,40.796963889335416,-73.69945833327269
3364590,Nassau,'.4 MI S OF PT WASHINGTON','WILLOWDALE AVENUE','LONG ISLAND-PT WS',Town or Township Highway Agency,1925,1991,0919,Fair,40.82516944386521,-73.68628333319366
3369920,Suffolk,'JCT S H 109 & S H 27','COUNTY ROAD 50','CARLLS RIVER',County Highway Agency,2002,,0518,Good,40.702066667201684,-73.32824722185339
3370240,Nassau,'.1Mi W of MeadowBrookPkwy','Chas. Lindberg Bl','East Meadow Brook',County Highway Agency,1970,,0518,Fair,40.72888888903761,-73.58329444402159
5059069,Suffolk,'SMSP AT SUNKEN MEADOW','RTE 908K','SUNKEN MEADOW RD',State Highway Agency,1955,,0419,Fair,40.905494443773776,-73.26016111091283
5059070,Suffolk,'SMSP AT SUNKEN MEADOW','RTE 908K','SUNKEN MEADOW CRK',State Highway Agency,1955,,1119,Fair,40.90850833301079,-73.25954999960145
5200050,Nassau,'AT ATLANTIC BEACH','ATLANTIC BCH BR','ROADWAY A (SPAN 4)  REYN',Other Local Agencies,1952,1999,1119,Fair,40.592183333068796,-73.73716388932661
5261250,Nassau,'AT MASSAPEQUA','CLARK BLVD','MASSAPEQUA CREEK',Town or Township Highway Agency,1932,,0518,Fair,40.68118055627209,-73.46100833308995
5261430,Suffolk,'CONNETQUOT RIVER ST PK','PARK ROAD','CONNETQUOT BROOK',State Highway Agency,1900,,0419,Poor,40.74998333329303,-73.14916666679575
5520290,Nassau,'1 MI N OF ATLANTIC BEACH','RTE 878','BANNISTER CREEK',County Highway Agency,1952,,0619,Fair,40.59667222226035,-73.7370249999022
4870001P0000000,Suffolk,'0.1 MILES FROM PA ROUTE 5','ACCESS ROAD','DELAWARE RIVER',National Park Service,1848,1987,0618,Fair,41.481800000171766,-74.98579999976415
